SPECIES,STATION ID,Agricultural,ForestSource,Forested,Urbanized,PreBr1-1,PreBr1-2,PreBr1-3,Breed1-1,Breed1-2,Breed1-3,PostBr1-1,PostBr1-2,PostBr1-3,PreBr2-1,PreBr2-2,PreBr2-3,Breed2-1,Breed2-2,Breed2-3
AMKE,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
AMKE,Agri - 22,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0
AMKE,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
AMKE,Agri - 24,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 25,1,0,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 28,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 29,1,0,0,0,0,0,0,0,0,1,1,0,NA,1,1,1,1,0,0
AMKE,Agri - 3,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 30,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
AMKE,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 5,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 6,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0
AMKE,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 8,1,0,0,0,1,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
AMKE,Agri - 9,1,0,0,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,1
AMKE,Edge (G) - 26,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 28,0,1,0,0,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Edge (G) - 29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AMKE,Edge (G) - 32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 34,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Edge (G) - 38,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 40,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AMKE,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 18,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AMKE,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMKE,Edge (S) - 21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Edge (S) - 24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Edge (S) - 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMKE,For - 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 20,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AMKE,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AMKE,For - 29,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AMKE,For - 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,For - 9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 10,0,0,0,1,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 13,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 15,0,0,0,1,0,1,0,1,1,1,0,0,NA,1,1,1,0,0,0
AMKE,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
AMKE,Urban - 17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMKE,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 20,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
AMKE,Urban - 21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
AMKE,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 27,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AMKE,Urban - 29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 30,0,0,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 5,0,0,0,1,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMKE,Urban - 8,0,0,0,1,0,0,0,1,1,1,0,0,NA,0,0,0,0,0,0
AMKE,Urban - 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Agri - 1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 10,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0
ANEU,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANEU,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
ANEU,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 2,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANEU,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANEU,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
ANEU,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 5,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 6,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
ANEU,Agri - 9,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Edge (G) - 26,0,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (G) - 28,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Edge (G) - 29,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ANEU,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (G) - 35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,1,0,0,0,1,0,0,1,0,0,0
ANEU,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Edge (G) - 38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
ANEU,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (G) - 41,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 42,0,1,0,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0
ANEU,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (G) - 44,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANEU,Edge (S) - 13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 19,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
ANEU,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ANEU,Edge (S) - 20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
ANEU,Edge (S) - 21,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 22,0,1,0,0,NA,NA,NA,1,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Edge (S) - 24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANEU,Edge (S) - 25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Edge (S) - 3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ANEU,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1
ANEU,Edge (S) - 5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ANEU,Edge (S) - 6,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
ANEU,Edge (S) - 7,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
ANEU,For - 10,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ANEU,For - 11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 12,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
ANEU,For - 13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ANEU,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANEU,For - 15,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ANEU,For - 16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 18,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
ANEU,For - 19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 2,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
ANEU,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 21,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
ANEU,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 23,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
ANEU,For - 24,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
ANEU,For - 25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANEU,For - 26,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0
ANEU,For - 27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 28,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
ANEU,For - 29,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0
ANEU,For - 3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ANEU,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,For - 5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ANEU,For - 6,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,For - 7,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0
ANEU,For - 8,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0
ANEU,For - 9,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
ANEU,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ANEU,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 13,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
ANEU,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANEU,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANEU,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANEU,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ANEU,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 27,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANEU,Urban - 29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANEU,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 30,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 5,0,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANEU,Urban - 8,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANEU,Urban - 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANMA,Agri - 1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 10,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANMA,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
ANMA,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0
ANMA,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
ANMA,Agri - 2,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0
ANMA,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANMA,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
ANMA,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
ANMA,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ANMA,Agri - 5,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
